"true_m","r_obs","posterior_prob","bayes_call","fixed_call"
0,0.0161813175796621,0.366957124619284,"normal","normal"
0,0.0404983661901193,0.462851747915234,"normal","normal"
0,-0.00962855061715726,0.278364093090297,"normal","normal"
0,0.0251853571302981,0.401249243061408,"normal","normal"
0,0.0551673291491515,0.524706901591266,"mosaic-relevant","normal"
0,-0.0207304609624115,0.245081945775415,"normal","normal"
0,0.000112521819602984,0.310003773851793,"normal","normal"
0,-0.122579313181584,0.0635580676942182,"normal","normal"
0,-0.0847740533028657,0.108352193268349,"normal","normal"
0,-0.0331047099601722,0.211495371899117,"normal","normal"
0,-0.0571723125681288,0.156424955549608,"normal","normal"
0,-0.0477245580954187,0.176479580103566,"normal","normal"
0,-0.0769449079672532,0.120498623813477,"normal","normal"
0,-0.0462073167089408,0.179884810195595,"normal","normal"
0,-0.0343176462393442,0.208400431731509,"normal","normal"
0,-0.00850802502384619,0.281888611658232,"normal","normal"
0,-0.00402167100019435,0.296300838664484,"normal","normal"
0,-0.067993534260129,0.135792825223013,"normal","normal"
0,0.0206058016118146,0.383609444819551,"normal","normal"
0,-0.00873137255692269,0.281183685703219,"normal","normal"
0,0.0107722937808265,0.347150587028588,"normal","normal"
0,0.00506801598869881,0.326952672271684,"normal","normal"
0,-0.0349263312768276,0.206860433863038,"normal","normal"
0,0.0217946608048928,0.38815025826765,"normal","normal"
0,-0.015408674752087,0.260663796723131,"normal","normal"
0,-0.0215994619156487,0.242602745437767,"normal","normal"
0,-0.0173311310099195,0.254955782162764,"normal","normal"
0,0.0222368637082104,0.389846224641505,"normal","normal"
0,-0.0035945084711531,0.297698038702359,"normal","normal"
0,-0.133488875898391,0.0541876501958974,"normal","normal"
0,0.135816799392398,0.841646614440148,"mosaic-relevant","normal"
0,-0.0131505086894995,0.267482864066685,"normal","normal"
0,-0.0182008848371378,0.252402797854294,"normal","normal"
0,0.0420589288385009,0.469323586839446,"normal","normal"
0,0.00385985302769372,0.322768527506071,"normal","normal"
0,-0.0114668612887874,0.272647245662183,"normal","normal"
0,-0.0632951853695455,0.144453754753321,"normal","normal"
0,-0.0733123357527919,0.126518913553173,"normal","normal"
0,-0.0747904379779022,0.124039057439276,"normal","normal"
0,0.121248899296474,0.794265313405056,"mosaic-relevant","normal"
0,0.0642342839990976,0.56370264309906,"mosaic-relevant","normal"
0,-0.0395489459717675,0.195449514624985,"normal","normal"
0,-0.0457947145357034,0.180819837192703,"normal","normal"
0,0.0395033816933358,0.458741833148082,"normal","normal"
0,0.0984933085826646,0.708482236697254,"mosaic-relevant","normal"
0,-0.0974938373301053,0.0908775881157813,"normal","normal"
0,-0.014997170636977,0.261897236066968,"normal","normal"
0,-0.0601929125205574,0.150420803879891,"normal","normal"
0,-0.105749778044541,0.080909853682358,"normal","normal"
0,-0.0215759875317237,0.242669475926369,"normal","normal"
0,0.0283642310420838,0.413721763521109,"normal","normal"
0,0.0503524669547696,0.504181803210541,"mosaic-relevant","normal"
0,-0.0239477841850188,0.235994571356482,"normal","normal"
0,-0.0533341392610055,0.164336194619582,"normal","normal"
0,0.00998066956531444,0.3443045374273,"normal","normal"
0,0.0500087258883194,0.50272346371583,"mosaic-relevant","normal"
0,-0.098955048205098,0.0890380506898543,"normal","normal"
0,-0.0752725875212489,0.123239137710005,"normal","normal"
0,0.0869728063421151,0.661053907687864,"mosaic-relevant","normal"
0,-0.0482805002446617,0.175244826440512,"normal","normal"
0,-0.0828381245773198,0.111252934673257,"normal","normal"
0,0.0176679390592597,0.372508138931602,"normal","normal"
0,-0.0329183327029546,0.211974027723798,"normal","normal"
0,-0.0133791024908703,0.266786959876343,"normal","normal"
0,0.0645264338308883,0.564963227039168,"mosaic-relevant","normal"
0,0.058018742012493,0.536933643268957,"mosaic-relevant","normal"
0,-0.0104798180027843,0.27570667426575,"normal","normal"
0,-0.130892263361548,0.0562958632602826,"normal","normal"
0,0.0318844771039551,0.427738250503827,"normal","normal"
0,-0.0821607391083708,0.112283623754341,"normal","normal"
0,0.101725479026495,0.721387185407301,"mosaic-relevant","normal"
0,0.00588542620232267,0.329802342635098,"normal","normal"
0,0.0188106672870353,0.376805647499049,"normal","normal"
0,0.015350396376394,0.363874337350452,"normal","normal"
0,0.0334783838571071,0.434151698515265,"normal","normal"
0,-0.0342433947549074,0.208588890790412,"normal","normal"
0,-0.0927726743551521,0.0970518795591655,"normal","normal"
0,0.0286867907911355,0.414997336561108,"normal","normal"
0,0.112292626735273,0.762018538636596,"mosaic-relevant","normal"
0,-0.0281662999033825,0.224458059886077,"normal","normal"
0,-0.0734507302486043,0.126284951952499,"normal","normal"
0,-0.0154365702792247,0.260580331277595,"normal","normal"
0,0.0801724662779802,0.632265515251088,"mosaic-relevant","normal"
0,0.0489814818896346,0.498371573748993,"normal","normal"
0,-0.00916624770743352,0.279814574266707,"normal","normal"
0,0.0303394608577346,0.421560861860995,"normal","normal"
0,-0.0752682560238883,0.123246304361989,"normal","normal"
0,0.0140158883191379,0.358953382428542,"normal","normal"
0,0.0909453359750697,0.677630255432327,"mosaic-relevant","normal"
0,0.0587758291384128,0.540186988807465,"mosaic-relevant","normal"
0,0.00384692553931113,0.322723936556471,"normal","normal"
0,0.0171102949994533,0.370420600155824,"normal","normal"
0,-0.0409812769055465,0.192015085298609,"normal","normal"
0,0.0353790865158629,0.44185152904176,"normal","normal"
0,0.0557270770838626,0.527103459733087,"mosaic-relevant","normal"
0,-0.127405852067887,0.0592442762512733,"normal","normal"
0,0.0491070667423601,0.498903097032177,"normal","normal"
0,0.0483802350579579,0.495828903485108,"normal","normal"
0,0.0575525118729578,0.534931505512463,"mosaic-relevant","normal"
0,0.0285562253246042,0.414480793852195,"normal","normal"
0,0.149531041462383,0.879869287582916,"mosaic-relevant","normal"
0,0.0738175167892688,0.605032826866548,"mosaic-relevant","normal"
0,0.0451518112891045,0.482237311447119,"normal","normal"
0,0.0822389112709476,0.641060251699105,"mosaic-relevant","normal"
0,-0.0981496181016319,0.0900479107921382,"normal","normal"
0,0.100326970244401,0.715828180565549,"mosaic-relevant","normal"
0,0.0233908621085585,0.394289728009482,"normal","normal"
0,0.0697765242736197,0.587621168392988,"mosaic-relevant","normal"
0,-0.0485785148677095,0.174585787694908,"normal","normal"
0,-0.0586369156014377,0.15348955592571,"normal","normal"
0,0.0144687468339382,0.360619089115551,"normal","normal"
0,0.0534689722437468,0.517447695541346,"mosaic-relevant","normal"
