embryo_id,latent_status,coverage,n_chromosomes,threshold_n_abnormal,bayes_n_abnormal,mean_abs_signal,sum_abs_signal,mean_posterior,sum_posterior,data_split
sim_0377,abnormal,15.302917754040298,22,0,0,0.23479342264706327,5.165455298235392,0.18031220617752655,3.966868535905584,calibration
sim_0378,normal,12.166912263513764,22,0,0,0.19741880257318012,4.343213656609962,0.1388111173414694,3.053844581512327,evaluation
sim_0379,normal,13.646828161230358,22,1,0,0.15394775628503268,3.3868506382707193,0.1348864262678645,2.967501377893019,calibration
sim_0380,normal,15.634034970921824,22,0,0,0.19082174937114657,4.198078486165224,0.15770013428238783,3.469402954212532,calibration
sim_0381,ambiguous,8.997936017263745,22,1,0,0.23367061971715258,5.140753633777357,0.14290279022332272,3.1438613849131,evaluation
sim_0382,ambiguous,10.478375358212205,22,0,0,0.219558222313336,4.830280890893392,0.14458156568744768,3.1807944451238486,calibration
sim_0383,normal,10.292632372086874,22,0,0,0.18284574015321042,4.02260628337063,0.12912629409953127,2.840778470189688,evaluation
sim_0384,abnormal,8.580228637680149,22,2,0,0.2316795176892923,5.096949389164431,0.1480639539954419,3.257406987899722,calibration
sim_0385,ambiguous,4.888654845343679,22,0,0,0.24693198879912473,5.432503753580744,0.13398353387521153,2.9476377452546534,evaluation
sim_0386,abnormal,8.217011650271187,22,2,0,0.2326998127505032,5.11939588051107,0.15181594952629168,3.3399508895784167,evaluation
sim_0387,abnormal,16.926148694081867,22,3,3,0.24781744301502978,5.451983746330655,0.2271093516900131,4.996405737180288,evaluation
sim_0388,normal,22.39469153327366,22,1,1,0.1981618491569645,4.359560681453219,0.18239821296509162,4.012760685232016,calibration
sim_0389,normal,7.043483068772676,22,0,0,0.23599518578534237,5.191894087277532,0.1329206841037029,2.924255050281464,evaluation
sim_0390,abnormal,8.002767959746173,22,1,0,0.24396442120569475,5.367217266525285,0.14453742249269633,3.179823294839319,evaluation
sim_0391,ambiguous,4.826705638640738,22,4,0,0.38818522719306947,8.54007499824753,0.15887222441137588,3.495188937050269,evaluation
sim_0392,ambiguous,10.994748060240358,22,1,0,0.17968691554947294,3.9531121420884046,0.13575702406612547,2.9866545294547606,evaluation
sim_0393,normal,8.358285874373093,22,1,0,0.205498096178438,4.5209581159256365,0.13445244510214122,2.9579537922471064,calibration
sim_0394,normal,6.520945801847761,22,1,0,0.21443353446627636,4.7175377582580795,0.15227952797243693,3.3501496153936126,evaluation
sim_0395,normal,9.010292268234986,22,0,0,0.22906630055473168,5.039458612204097,0.13602644520614213,2.992581794535127,evaluation
sim_0396,abnormal,7.112810776471105,22,4,0,0.35328189199041166,7.772201623789057,0.17584584292807223,3.8686085444175893,evaluation
sim_0397,normal,13.969439078157444,22,1,0,0.2310771577940049,5.083697471468108,0.1705109263029215,3.7512403786642734,evaluation
sim_0398,ambiguous,11.596653886123303,22,1,0,0.24108338652314165,5.303834503509116,0.16337816007171435,3.5943195215777157,evaluation
sim_0399,abnormal,10.378766824932967,22,3,1,0.3970968971692149,8.736131737722728,0.24608431925147115,5.413855023532365,calibration
sim_0400,normal,13.782063256320987,22,1,0,0.231466919395365,5.09227222669803,0.16750324734376296,3.6850714415627848,calibration
sim_0401,normal,11.951070714752237,22,2,2,0.3309834104052036,7.281635028914479,0.22967109876566053,5.052764172844531,calibration
sim_0402,abnormal,4.386241352434926,22,2,0,0.30970851899913093,6.81358741798088,0.15292973686847455,3.3644542111064397,calibration
sim_0403,abnormal,11.036812457540952,22,1,0,0.24925028236578126,5.483506212047187,0.16734380685149342,3.6815637507328547,evaluation
sim_0404,normal,11.92907810019538,22,0,0,0.26820079105781597,5.900417403271951,0.16535845939701604,3.637886106734353,calibration
sim_0405,abnormal,11.204446404870577,22,2,0,0.3146960094727722,6.923312208400988,0.21038947769152985,4.628568509213657,evaluation
sim_0406,normal,8.100848322560383,22,3,0,0.3289675721492967,7.237286587284528,0.17919764274424765,3.9423481403734484,calibration
sim_0407,normal,10.466233555986856,22,0,0,0.22874331182023622,5.032352860045197,0.14624297505688202,3.217345451251404,calibration
sim_0408,abnormal,9.460700152246126,22,1,0,0.2775148764021598,6.105327280847516,0.16397100159528596,3.607362035096291,calibration
sim_0409,abnormal,6.64457871960066,22,4,0,0.3666154932133433,8.065540850693553,0.16718500913654652,3.6780702010040236,calibration
sim_0410,ambiguous,19.90676458221255,22,0,0,0.19488483728461709,4.287466420261576,0.17395546084553368,3.8270201386017413,calibration
sim_0411,ambiguous,5.782202026241015,22,1,0,0.3047502980244799,6.704506556538558,0.1454223980428792,3.1992927569433425,calibration
sim_0412,abnormal,7.893955104956359,22,1,0,0.2404251124934313,5.289352474855488,0.14781888208239086,3.2520154058125987,evaluation
sim_0413,normal,15.146518326061523,22,0,0,0.19425977398134062,4.2737150275894935,0.1526723488902896,3.3587916755863714,evaluation
sim_0414,abnormal,5.65027030642563,22,2,0,0.2756378995351591,6.0640337897735,0.15534753792266984,3.417645834298736,evaluation
sim_0415,normal,12.696462529038106,22,0,0,0.21172897549344466,4.658037460855783,0.1363923337595487,3.0006313427100713,evaluation
sim_0416,normal,8.939795966228639,22,1,0,0.22368107224035258,4.920983589287757,0.14163511337095666,3.115972494161046,evaluation
sim_0417,abnormal,8.836718002795015,22,3,0,0.2934704965171566,6.456350923377445,0.16483909522174708,3.626460094878436,calibration
sim_0418,normal,5.093157723855482,22,1,0,0.34681291174066076,7.629884058294536,0.1520160469399614,3.344353032679151,evaluation
sim_0419,ambiguous,7.808225790841045,22,0,0,0.20734851020499878,4.561667224509973,0.13053284076896804,2.871722496917297,calibration
sim_0420,abnormal,11.5573397125174,22,0,0,0.19244082938286858,4.233698246423108,0.12589176156462797,2.769618754421815,calibration
sim_0421,normal,8.685229408922835,22,4,1,0.36075005903441176,7.93650129875706,0.22112094837614088,4.864660864275099,calibration
sim_0422,normal,15.265345601277238,22,0,0,0.1905394055474393,4.191866922043665,0.13651054313257563,3.003231948916664,evaluation
sim_0423,ambiguous,10.234613823397298,22,2,0,0.2703987995992125,5.9487735911826745,0.18643843774158447,4.1016456303148585,evaluation
sim_0424,abnormal,9.959941186529834,22,2,0,0.28496826767521144,6.269301888854652,0.1950782320678701,4.291721105493142,evaluation
sim_0425,normal,9.701300424946748,22,2,0,0.27358543451687195,6.018879559371182,0.1721026533172749,3.786258372980048,calibration
sim_0426,normal,11.56065452513159,22,0,0,0.18274928503015675,4.020484270663449,0.14304956049587203,3.147090330909185,calibration
sim_0427,abnormal,15.692872140468435,22,3,1,0.308766610758372,6.792865436684183,0.2540094984389289,5.588208965656436,calibration
sim_0428,abnormal,13.480554836554573,22,3,0,0.3200073604011903,7.040161928826188,0.24146545022632418,5.312239904979132,calibration
sim_0429,abnormal,13.285820938570808,22,2,0,0.24950908046692602,5.489199770272372,0.18946048005865407,4.168130561290389,calibration
sim_0430,ambiguous,17.153829491312052,22,1,0,0.2498114907574009,5.4958527966628195,0.21060325105886232,4.633271523294971,evaluation
sim_0431,ambiguous,8.617943522293888,22,1,0,0.23806979266131864,5.237535438549011,0.14252168593373513,3.1354770905421727,evaluation
sim_0432,abnormal,9.82170547443885,22,1,0,0.27902290204558766,6.138503845002929,0.17382174849105803,3.824078466803276,evaluation
sim_0433,ambiguous,19.20307192255477,22,2,1,0.2994071526966418,6.58695735932612,0.28787554135168825,6.333261909737141,evaluation
sim_0434,normal,8.425550039647506,22,1,0,0.244412931622791,5.377084495701403,0.16546978948498656,3.640335368669704,calibration
sim_0435,ambiguous,12.904995759260585,22,0,0,0.21187381551829015,4.661223941402383,0.14204208491948503,3.1249258682286705,calibration
sim_0436,abnormal,11.133375390399236,22,2,0,0.2647775813609016,5.825106789939836,0.1736362771622075,3.819998097568565,calibration
sim_0437,ambiguous,20.413195046974053,22,4,4,0.2657210897963707,5.845863975520156,0.28939011799347686,6.3665825958564914,evaluation
sim_0438,abnormal,17.496565791568823,22,1,1,0.25750475733118394,5.665104661286048,0.21237124836393498,4.67216746400657,evaluation
sim_0439,ambiguous,10.873771943839234,22,1,0,0.28837599604437614,6.344271912976275,0.16816253693771627,3.699575812629758,calibration
sim_0440,normal,12.341876498872313,22,1,0,0.23554033118910053,5.181887286160212,0.1663241293041163,3.6591308446905586,evaluation
sim_0441,abnormal,3.51410104024023,22,3,0,0.28039055122661977,6.168592126985635,0.1425782561515861,3.136721635334894,evaluation
sim_0442,normal,9.782302179473529,22,0,0,0.17777844754686553,3.9111258460310414,0.12548126971726775,2.760587933779891,calibration
sim_0443,normal,12.714815445980458,22,1,0,0.22582152124240434,4.9680734673328955,0.15465929656347974,3.4025045243965546,evaluation
sim_0444,normal,23.658867322069582,22,1,1,0.2583654449534888,5.6840397889767535,0.2763925723022339,6.080636590649146,calibration
sim_0445,normal,10.463214304563271,22,0,0,0.2328612780254985,5.122948116560967,0.14188037346559032,3.121368216242987,evaluation
sim_0446,abnormal,12.454461369833059,22,0,0,0.2115128065963367,4.653281745119407,0.16065412205172144,3.5343906851378715,evaluation
sim_0447,normal,10.298093637401546,22,0,0,0.2018174836440715,4.439984640169573,0.13090050558676958,2.8798111229089307,evaluation
sim_0448,abnormal,6.450149305823447,22,2,0,0.2611404362618849,5.745089597761468,0.14136501891150022,3.1100304160530046,calibration
sim_0449,abnormal,10.31642081448708,22,1,1,0.3115187943435644,6.853413475558416,0.18484488381019964,4.0665874438243925,calibration
sim_0450,normal,12.463813961858387,22,1,1,0.23143115264685407,5.0914853582307895,0.16811974765493706,3.6986344484086153,calibration
sim_0451,ambiguous,11.07646085596225,22,1,0,0.3058847175097867,6.729463785215307,0.17421466182020207,3.8327225600444454,evaluation
sim_0452,abnormal,12.937008774866522,22,2,0,0.2671877759660526,5.878131071253156,0.20144557458738818,4.43180264092254,calibration
sim_0453,normal,9.984990036208819,22,0,0,0.18208027211272568,4.005765986479965,0.12549632873646718,2.760919232202278,evaluation
sim_0454,ambiguous,8.554345449773317,22,1,0,0.21862421371913435,4.8097327018209555,0.15224680905676746,3.3494297992488837,evaluation
sim_0455,normal,14.26187691260327,22,1,0,0.2216860333624026,4.877092733972858,0.16144326839517742,3.5517519046939032,calibration
sim_0456,abnormal,6.364832330423804,22,1,0,0.26544241434963217,5.839733115691908,0.15306468095661693,3.3674229810455727,evaluation
sim_0457,abnormal,13.021862246566608,22,3,1,0.28190716868392285,6.201957711046302,0.2152616713573035,4.735756769860678,evaluation
sim_0458,ambiguous,10.487327599673744,22,0,0,0.20654233295520544,4.54393132501452,0.13037239468028958,2.8681926829663706,evaluation
sim_0459,ambiguous,4.011143724667462,22,2,0,0.3131340830131235,6.888949826288718,0.14223826475251636,3.12924182455536,calibration
sim_0460,ambiguous,8.383715317484613,22,1,0,0.2385419219632895,5.247922283192369,0.14692916079005425,3.2324415373811934,calibration
sim_0461,abnormal,15.721199638561034,22,2,1,0.2790747068547753,6.139643550805057,0.23367342517066889,5.140815353754715,calibration
sim_0462,ambiguous,4.838864689245063,22,5,0,0.3623931037919149,7.972648283422128,0.16309662115732362,3.5881256654611193,calibration
sim_0463,abnormal,16.63317015475922,22,0,0,0.20629999324054155,4.538599851291914,0.15371790830018411,3.3817939826040506,calibration
sim_0464,normal,16.54750050509598,22,2,1,0.21767847666450368,4.788926486619081,0.19352761915784394,4.257607621472567,calibration
sim_0465,abnormal,15.137116468457883,22,3,0,0.27626942986807684,6.07792745709769,0.22286284692681566,4.902982632389945,calibration
sim_0466,abnormal,9.759512270314293,22,1,0,0.26615781706053865,5.8554719753318505,0.14996310918949768,3.299188402168949,evaluation
sim_0467,abnormal,8.221564887297598,22,0,0,0.2521058913715855,5.546329610174881,0.1444180575005708,3.1771972650125573,evaluation
sim_0468,normal,5.80421653750566,22,0,0,0.2501421136566322,5.503126500445908,0.13640230616370877,3.0008507356015928,evaluation
sim_0469,normal,9.730766906660781,22,0,0,0.21459309070682633,4.72104799555018,0.13134002900559308,2.889480638123048,calibration
sim_0470,abnormal,9.242879936315052,22,0,0,0.17275471650763677,3.8006037631680085,0.12579708564631373,2.767535884218902,calibration
sim_0471,ambiguous,19.516308469807473,22,0,0,0.17189022289573672,3.7815849037062077,0.14270253922729614,3.139455863000515,evaluation
sim_0472,abnormal,10.960540998217958,22,3,1,0.39643316927668726,8.72152972408712,0.24876497010800308,5.472829342376068,calibration
sim_0473,normal,8.30218239199349,22,0,0,0.19728473976703262,4.340264274874717,0.13255973477028282,2.9163141649462223,calibration
sim_0474,normal,14.194404240628947,22,0,0,0.17772940209330101,3.910046846052622,0.1320892498197548,2.9059634960346057,evaluation
sim_0475,ambiguous,13.374484052390244,22,1,0,0.26231052784671677,5.770831612627769,0.18465077953543918,4.062317149779662,evaluation
sim_0476,ambiguous,8.422340490168226,22,5,1,0.4401462566050543,9.683217645311196,0.2489551093037961,5.4770124046835145,evaluation
sim_0477,abnormal,11.79446634650252,22,4,0,0.3128531736775709,6.88276982090656,0.2273045684132483,5.000700505091463,calibration
sim_0478,normal,8.043384215418753,22,3,0,0.27626234182349413,6.077771520116871,0.171869237152482,3.781123217354604,calibration
sim_0479,ambiguous,7.877652082197578,22,0,0,0.1743380205723263,3.8354364525911784,0.12388100821691783,2.7253821807721925,evaluation
sim_0480,ambiguous,7.322768985492379,22,0,0,0.20961695969660948,4.6115731133254085,0.13169516495760086,2.897293629067219,evaluation
sim_0481,abnormal,8.695796443845843,22,3,0,0.2948786921453211,6.487331227197064,0.19358474113637603,4.258864305000273,calibration
sim_0482,abnormal,7.0580478957886985,22,0,0,0.19824002291666895,4.361280504166717,0.13108540725218376,2.8838789595480425,calibration
sim_0483,abnormal,13.404873285849979,22,4,0,0.3423149775065176,7.530929505143387,0.2653193477250609,5.8370256499513395,calibration
sim_0484,abnormal,12.58267672390135,22,4,1,0.30604432600863274,6.73297517218992,0.24236566104106022,5.332044542903325,calibration
sim_0485,ambiguous,9.597697461713715,22,0,0,0.23497482884435944,5.169446234575908,0.1471664426684965,3.237661738706923,evaluation
sim_0486,ambiguous,17.69984628406682,22,0,0,0.20707202632346824,4.555584579116301,0.14787669736381037,3.2532873420038277,evaluation
sim_0487,ambiguous,11.930000589138395,22,1,0,0.18616616780033252,4.095655691607315,0.14429442081843688,3.1744772580056115,evaluation
sim_0488,abnormal,12.757197049041904,22,1,0,0.2007342545317707,4.416153599698956,0.1454749794082217,3.200449546980878,calibration
sim_0489,abnormal,8.711453669914933,22,3,0,0.2733882273406448,6.014541001494186,0.18127518318914643,3.988054030161221,evaluation
sim_0490,ambiguous,16.436833026027927,22,4,2,0.3176487182982129,6.988271802560683,0.2853661595533274,6.2780555101732025,evaluation
sim_0491,abnormal,10.433075169796185,22,1,0,0.26129983533769463,5.748596377429282,0.1552946441977521,3.416482172350546,calibration
sim_0492,abnormal,8.484470180185518,22,3,0,0.286598343923313,6.305163566312887,0.17581510990118673,3.8679324178261085,evaluation
sim_0493,abnormal,13.643714003743517,22,1,1,0.2637851989212717,5.803274376267978,0.17952504392562485,3.9495509663637467,calibration
sim_0494,ambiguous,7.545009809175773,22,0,0,0.2084822618733368,4.58660976121341,0.13076993769262318,2.87693862923771,evaluation
sim_0495,normal,6.865146573132231,22,1,0,0.2606133083153817,5.733492782938398,0.14369097658053084,3.1612014847716785,calibration
sim_0496,normal,15.91198331114588,22,2,0,0.24201996395122036,5.324439206926848,0.19737407502323392,4.342229650511146,evaluation
sim_0497,ambiguous,14.181083153233672,22,1,0,0.25505135365891124,5.611129780496047,0.18451742951993358,4.059383449438539,calibration
sim_0498,ambiguous,14.413949094061103,22,0,0,0.12479360279508492,2.745459261491868,0.1120488498124258,2.465074695873368,calibration
sim_0499,normal,12.674238414156566,22,0,0,0.27851463526522935,6.127321975835046,0.1682075242100733,3.7005655326216123,calibration
sim_0500,ambiguous,10.737929189944484,22,0,0,0.1971013922624053,4.336230629772917,0.1278305257057681,2.812271565526898,evaluation
sim_0501,abnormal,7.172858875554197,22,3,0,0.3433067313620929,7.552748089966044,0.17395673151956917,3.827048093430522,evaluation
sim_0502,abnormal,8.293151415125422,22,0,0,0.1566596310127729,3.4465118822810035,0.1286185840995176,2.8296088501893872,evaluation
sim_0503,ambiguous,9.179082445124468,22,3,0,0.31128572764778617,6.848286008251296,0.1942542212643913,4.273592867816609,evaluation
sim_0504,normal,13.99884681036918,22,2,0,0.20136939056082148,4.430126592338072,0.16476291180439873,3.624784059696772,evaluation
sim_0505,normal,9.371352452943334,22,0,0,0.24806082689920383,5.457338191782484,0.13780758093215995,3.031766780507519,calibration
sim_0506,normal,12.6823287766598,22,1,0,0.24498652062638804,5.389703453780537,0.17479465913119877,3.845482500886373,calibration
sim_0507,abnormal,12.347048206686937,22,0,0,0.20567255182994554,4.524796140258802,0.14384309316735489,3.1645480496818075,calibration
sim_0508,abnormal,8.854514046898561,22,2,0,0.30281772645696753,6.661989982053286,0.1634746196402166,3.596441632084765,evaluation
sim_0509,ambiguous,6.281566458090844,22,0,0,0.1972475487443876,4.339446072376528,0.1319760855734603,2.903473882616127,calibration
sim_0510,abnormal,9.428256307913252,22,1,0,0.24747339547276154,5.4444147004007535,0.16131990379802882,3.549037883556634,evaluation
sim_0511,normal,8.813153929270765,22,1,0,0.2618769962885137,5.761293918347301,0.14752391685736344,3.2455261708619956,calibration
sim_0512,abnormal,5.717730007289752,22,0,0,0.23945911422061655,5.2681005128535645,0.13215054494167436,2.9073119887168364,calibration
sim_0513,abnormal,8.82954916211796,22,0,0,0.24494316857273624,5.388749708600198,0.14209420451798413,3.1260724993956512,evaluation
sim_0514,abnormal,15.638458423039067,22,3,2,0.3397216961666896,7.473877315667171,0.3096321504783643,6.811907310524013,calibration
sim_0515,ambiguous,7.778224250716753,22,0,0,0.19572894682186717,4.306036830081077,0.12888477220447525,2.835464988498455,calibration
sim_0516,normal,7.907175739933791,22,2,0,0.2839755531918279,6.2474621702202136,0.16002813445388345,3.520618957985436,evaluation
sim_0517,abnormal,18.425608369604277,22,4,2,0.38044569028078556,8.369805186177283,0.3573153919374044,7.860938622622897,calibration
sim_0518,ambiguous,10.307381541068397,22,2,0,0.28326420392095736,6.231812486261062,0.17597859663356996,3.8715291259385394,evaluation
sim_0519,normal,5.627697289162868,22,2,0,0.2966262617664804,6.525777758862568,0.14799682512690146,3.2559301527918323,calibration
sim_0520,abnormal,6.497368184264315,22,0,0,0.24151727685831978,5.313380090883035,0.1319633106345354,2.903192833959779,calibration
sim_0521,abnormal,21.12476071116788,22,3,3,0.31285425724148325,6.8827936593126315,0.31487515801231236,6.927253476270873,calibration
sim_0522,ambiguous,14.93913122289696,22,0,0,0.1533584374349668,3.373885623569269,0.12721580025499488,2.7987476056098872,calibration
sim_0523,ambiguous,9.413635334088172,22,1,0,0.2584149095363494,5.685128009799686,0.16704255880459037,3.674936293700988,evaluation
sim_0524,ambiguous,5.037664927077159,22,1,0,0.23466212722285354,5.162566798902778,0.13636940020512486,3.000126804512747,evaluation
sim_0525,normal,5.158886519125484,22,1,0,0.2393202286491194,5.265045030280627,0.1391028739222293,3.060263226289045,evaluation
sim_0526,ambiguous,6.2280138616119665,22,1,0,0.28768232211653144,6.329011086563691,0.15716601853740667,3.4576524078229465,evaluation
sim_0527,abnormal,6.090101579213661,22,2,0,0.3550912707081986,7.81200795558037,0.17056497082188457,3.7524293580814607,evaluation
sim_0528,normal,8.923579553222911,22,3,1,0.3628651388805444,7.983033055371976,0.21080301844177837,4.637666405719124,evaluation
sim_0529,abnormal,15.186320137502738,22,1,1,0.2607716054877611,5.736975320730744,0.21073907660992736,4.636259685418402,evaluation
sim_0530,abnormal,8.483710489778561,22,2,0,0.33198187575343213,7.303601266575507,0.18919540223523,4.16229884917506,evaluation
sim_0531,normal,7.571618070680459,22,1,0,0.22866443779323473,5.030617631451164,0.14025627867590773,3.08563813086997,evaluation
sim_0532,normal,6.578174973758384,22,1,0,0.2362612302812772,5.197747066188098,0.13798256743274454,3.03561648352038,evaluation
sim_0533,abnormal,6.4962574622754365,22,1,0,0.23207526047245272,5.10565573039396,0.14199380833236602,3.1238637833120526,evaluation
sim_0534,normal,8.624023409941074,22,0,0,0.22170846358180737,4.877586198799762,0.1350439970329995,2.970967934725989,evaluation
sim_0535,ambiguous,6.412362349105866,22,0,0,0.24443378894245021,5.377543356733905,0.13573080999345385,2.9860778198559847,evaluation
sim_0536,normal,18.294215709392113,22,0,0,0.18290862405192984,4.023989729142457,0.1406804215383444,3.094969273843577,evaluation
sim_0537,ambiguous,9.046522397474119,22,0,0,0.1812352729906811,3.987176005794984,0.12583117918987,2.76828594217714,calibration
sim_0538,abnormal,14.0671707463808,22,1,0,0.28488344197342297,6.267435723415306,0.21351383967851725,4.69730447292738,calibration
sim_0539,normal,7.948585489513106,22,0,0,0.23619080097960668,5.196197621551347,0.1365469787509004,3.004033532519809,evaluation
sim_0540,normal,10.261734570512198,22,0,0,0.19420174098295423,4.272438301624993,0.1310325484125827,2.8827160650768193,calibration
sim_0541,abnormal,7.050409431709914,22,1,0,0.23175576186339358,5.098626760994659,0.1343520180537719,2.9557443971829818,evaluation
sim_0542,ambiguous,7.540953047910898,22,1,0,0.2127017857467998,4.679439286429595,0.1362449870686092,2.997389715509403,evaluation
sim_0543,abnormal,8.531468518186557,22,1,0,0.22840880673114855,5.024993748085268,0.1456808277197527,3.204978209834559,evaluation
sim_0544,ambiguous,9.362596186639964,22,0,0,0.22222107659106521,4.888863685003435,0.13636007562970676,2.9999216638535486,evaluation
sim_0545,abnormal,10.668578350543848,22,2,0,0.2692844419534102,5.924257722975025,0.18469442499127822,4.063277349808121,evaluation
sim_0546,normal,10.589445649491855,22,0,0,0.16985430283311595,3.736794662328551,0.12689028794750448,2.791586334845099,calibration
sim_0547,ambiguous,13.116629297789064,22,1,0,0.2468297220889145,5.430253885956119,0.18610582948235502,4.09432824861181,evaluation
sim_0548,normal,7.563614580830477,22,1,0,0.24312177974300217,5.348679154346048,0.14389108358580402,3.165603838887688,calibration
sim_0549,ambiguous,14.0135136119473,22,1,0,0.28825391193948885,6.341586062668754,0.23143138862609128,5.091490549774008,evaluation
sim_0550,normal,11.917944263037516,22,0,0,0.24002491938421117,5.2805482264526455,0.1506430473457773,3.3141470416071006,evaluation
sim_0551,ambiguous,5.842336206136687,22,1,0,0.23657845538188216,5.2047260184014075,0.13746517167335343,3.0242337768137757,calibration
sim_0552,normal,6.310493936160615,22,0,0,0.21005132275750887,4.621129100665195,0.12967603547922196,2.852872780542883,calibration
sim_0553,abnormal,17.20715184702133,22,3,3,0.3454972527252605,7.600939559955731,0.30370193321095146,6.681442530640932,evaluation
sim_0554,normal,10.642493976164744,22,0,0,0.25631224950536463,5.638869489118022,0.14783358328563706,3.2523388322840154,calibration
sim_0555,normal,8.954704693376616,22,2,0,0.2690736036388284,5.919619280054224,0.15582881178727886,3.428233859320135,evaluation
sim_0556,abnormal,10.913073940186216,22,0,0,0.17735953217864914,3.901909707930281,0.13082524976016674,2.8781554947236683,calibration
sim_0557,normal,6.2945809506073696,22,2,1,0.3099833359830429,6.819633391626943,0.17109243895585102,3.7640336570287225,calibration
sim_0558,ambiguous,9.119365648660965,22,1,0,0.3427075202272329,7.539565444999123,0.1995570500752941,4.39025510165647,evaluation
sim_0559,normal,12.759822256534852,22,0,0,0.2555472529114684,5.622039564052304,0.1678469957520884,3.692633906545945,calibration
sim_0560,normal,8.318266733491578,22,0,0,0.23071382549452846,5.075704160879626,0.13699184273478932,3.0138205401653653,evaluation
sim_0561,ambiguous,7.909029823081841,22,1,0,0.22835006761226329,5.0237014874697925,0.13883852387345738,3.0544475252160623,evaluation
sim_0562,ambiguous,7.609553225070324,22,0,0,0.20663789867522628,4.5460337708549785,0.1310801086192373,2.8837623896232207,evaluation
sim_0563,ambiguous,16.425257275093028,22,1,0,0.22524860935569066,4.955469405825195,0.1748485926036292,3.846669037279842,calibration
sim_0564,abnormal,11.832173886596207,22,0,0,0.26698397343277674,5.873647415521089,0.16712751118014374,3.676805245963162,calibration
sim_0565,normal,5.916591464728097,22,1,0,0.3111821040511814,6.846006289125992,0.14782335335796884,3.2521137738753145,calibration
sim_0566,abnormal,7.869284418747362,22,1,0,0.25923205902813135,5.7031052986188895,0.15049243337604823,3.310833534273061,evaluation
sim_0567,abnormal,4.935214199700663,22,0,0,0.24471791058683934,5.383794032910465,0.13504133902360194,2.9709094585192424,evaluation
sim_0568,abnormal,10.069226482756244,22,2,0,0.28733062573740586,6.321273766222929,0.18434412537359857,4.055570758219168,calibration
sim_0569,abnormal,10.909163417756064,22,2,1,0.34129834565758765,7.508563604466929,0.2090991333727208,4.600180934199858,calibration
sim_0570,normal,9.070693010102415,22,2,0,0.3774041862747498,8.302892098044495,0.20142519233549044,4.43135423138079,calibration
sim_0571,abnormal,6.741153853927023,22,1,0,0.28421260103279894,6.2526772227215774,0.14525160389020395,3.1955352855844867,calibration
sim_0572,ambiguous,5.376223486402151,22,1,0,0.28016718122774864,6.1636779870104705,0.14101109285864769,3.1022440428902494,evaluation
sim_0573,normal,8.241102581026128,22,0,0,0.20142311914881014,4.431308621273823,0.12932929623807862,2.8452445172377296,calibration
sim_0574,normal,4.401697150679207,22,2,0,0.28224921237115425,6.209482672165394,0.14150164470294171,3.1130361834647173,calibration
sim_0575,normal,14.134885675137449,22,1,0,0.23157252247459859,5.094595494441169,0.1921272152965152,4.226798736523334,evaluation
sim_0576,normal,7.819597067060794,22,3,0,0.2959546938917783,6.511003265619123,0.1842465698878421,4.053424537532527,calibration
sim_0577,ambiguous,3.9064787129198972,22,3,0,0.39000971623563224,8.580213757183909,0.15818815860679294,3.480139489349445,calibration
sim_0578,abnormal,14.326615807760504,22,2,0,0.28240625878854747,6.212937693348045,0.21050559591313742,4.631123110089023,calibration
sim_0579,abnormal,11.254950002877953,22,0,0,0.21214842321108038,4.667265310643769,0.14241092738530345,3.1330404024766763,evaluation
sim_0580,abnormal,3.810682277030403,22,0,0,0.2164577357252697,4.762070185955933,0.13375018023277963,2.9425039651211518,evaluation
sim_0581,ambiguous,9.069856559005142,22,0,0,0.2221310953768446,4.886884098290581,0.13889336390976098,3.0556540060147417,calibration
sim_0582,abnormal,6.947081706480749,22,1,0,0.24288310593065976,5.343428330474515,0.1428214909754914,3.1420728014608112,evaluation
sim_0583,normal,15.904963170319625,22,2,0,0.31068764669482435,6.835128227286136,0.24467888776938884,5.382935530926554,evaluation
sim_0584,normal,19.43336902487745,22,1,1,0.27479200153433786,6.045424033755433,0.23451318488728412,5.159290067520251,calibration
sim_0585,ambiguous,10.519588737201348,22,0,0,0.2756039172011514,6.063286178425331,0.1484824432979709,3.2666137525553594,calibration
sim_0586,normal,14.14381535215139,22,1,0,0.1910812649066871,4.203787827947116,0.15763608845156027,3.467993945934326,evaluation
sim_0587,ambiguous,16.713623764564677,22,1,0,0.25757037370223546,5.66654822144918,0.1946901806380765,4.283183974037683,calibration
sim_0588,ambiguous,8.542661987948385,22,1,0,0.22310735969890794,4.908361913375974,0.1399826553111901,3.0796184168461824,evaluation
sim_0589,abnormal,11.856128248606412,22,3,0,0.23718461198778729,5.2180614637313205,0.18291987048785335,4.024237150732774,evaluation
sim_0590,abnormal,9.163460578406065,22,1,0,0.1913386400940674,4.209450082069483,0.14235171783195485,3.131737792303007,evaluation
sim_0591,ambiguous,8.096642557655072,22,0,0,0.2669352014046655,5.872574430902641,0.14283715053579765,3.1424173117875487,evaluation
sim_0592,normal,11.378603785931855,22,1,0,0.29984554075219627,6.596601896548318,0.1820267860421786,4.004589292927929,evaluation
sim_0593,abnormal,9.100376807196389,22,2,1,0.2952774071603608,6.496102957527937,0.1887171281094398,4.151776818407676,evaluation
sim_0594,abnormal,13.628235781117873,22,1,0,0.2527635909563279,5.5607990010392125,0.18359232657455218,4.039031184640148,evaluation
