embryo_id,latent_status,coverage,n_chromosomes,threshold_n_abnormal,bayes_n_abnormal,mean_abs_signal,sum_abs_signal,mean_posterior,sum_posterior,data_split
sim_0058,normal,10.886903927539146,22,0,0,0.23187839244927674,5.101324633884088,0.1591850416506488,3.502070916314274,calibration
sim_0059,ambiguous,10.177315221653558,22,2,1,0.3136155903978854,6.8995429887534785,0.19833704513442446,4.363414992957338,evaluation
sim_0060,normal,17.838899525964493,22,0,0,0.1968526741992628,4.330758832383782,0.1712949591758814,3.7684891018693905,calibration
sim_0061,normal,8.300071713827153,22,0,0,0.2524357092723787,5.553585603992331,0.1405950585957813,3.0930912891071887,calibration
sim_0062,ambiguous,11.217322643969556,22,0,0,0.18663720904596967,4.106018599011333,0.12903973911374272,2.8388742605023403,calibration
sim_0063,abnormal,33.06095450960913,22,0,2,0.19112977892716398,4.204855136397607,0.20042531140834138,4.40935685098351,evaluation
sim_0064,abnormal,8.830151332673136,22,0,0,0.2112583313613954,4.647683289950699,0.12893611497731383,2.8365945295009043,evaluation
sim_0065,abnormal,18.696581792347597,22,2,2,0.2800711835749588,6.161566038649094,0.2691974250733651,5.922343351614032,calibration
sim_0066,normal,5.74122364436531,22,1,0,0.223961370739717,4.9271501562737745,0.13460357237064358,2.9612785921541587,calibration
sim_0067,abnormal,11.011311928080204,22,1,0,0.29747818972865003,6.544520174030301,0.1798993622551896,3.9577859696141715,calibration
sim_0068,abnormal,8.256993374320126,22,2,1,0.278821415024211,6.134071130532641,0.18313452094468438,4.028959460783056,calibration
sim_0069,abnormal,5.868910059609126,22,2,0,0.30032164826530866,6.607076261836791,0.15796959416208778,3.475331071565931,evaluation
sim_0070,abnormal,8.05332211741347,22,1,0,0.19402106693831944,4.2684634726430275,0.1307675588918568,2.8768862956208494,evaluation
sim_0071,ambiguous,22.56634645564371,22,3,3,0.27167861631710455,5.9769295589763,0.30384810016078717,6.684658203537317,evaluation
sim_0072,abnormal,9.34947194108555,22,2,0,0.2615218353074195,5.75348037676323,0.16750775492511544,3.6851706083525397,calibration
sim_0073,ambiguous,8.205567199193936,22,1,0,0.2516872488439895,5.53711947456777,0.14536841404252604,3.198105108935573,evaluation
sim_0074,ambiguous,14.459360411188975,22,0,0,0.20229390286047028,4.450465862930346,0.1409816126647682,3.1015954786249003,calibration
sim_0075,normal,7.841869270529186,22,1,0,0.2813835019621664,6.190437043167661,0.15339410106220128,3.3746702233684283,evaluation
sim_0076,abnormal,10.861381294523312,22,0,0,0.18128555522666445,3.9882822149866177,0.12855588967381748,2.8282295728239846,evaluation
sim_0077,ambiguous,11.03029663170339,22,1,0,0.1823753418422306,4.012257520529073,0.13921136374497364,3.06265000238942,calibration
sim_0078,abnormal,8.635899827084717,22,3,0,0.3295921664770983,7.251027662496163,0.1866089325622139,4.105396516368706,evaluation
sim_0079,normal,8.766176874387709,22,1,0,0.2335865165618823,5.138903364361411,0.15046673137726765,3.3102680902998887,evaluation
sim_0080,ambiguous,17.91119206487485,22,1,0,0.1687646024702733,3.712821254346013,0.17429807547541618,3.8345576604591556,evaluation
sim_0081,normal,9.454330470647163,22,0,0,0.17150990064281452,3.7732178141419195,0.12823672271108294,2.8212078996438246,calibration
sim_0082,ambiguous,21.410342089226308,22,0,0,0.2007873730556465,4.417322207224223,0.1703495405454159,3.7476898919991495,evaluation
sim_0083,ambiguous,9.313655818907995,22,0,0,0.19178398951286227,4.21924776928297,0.13458509147076989,2.9608720123569374,calibration
sim_0084,ambiguous,9.168980417578137,22,3,0,0.30683988495944087,6.750477469107699,0.16929341240911555,3.7244550730005423,calibration
sim_0085,normal,8.072198423360012,22,0,0,0.20051663671313097,4.411366007688881,0.13414154747145662,2.951114044372046,calibration
sim_0086,ambiguous,3.6418133308642924,22,0,0,0.2981972170911223,6.5603387760046905,0.13927263267407755,3.063997918829706,calibration
sim_0087,abnormal,5.143508984929748,22,2,0,0.31141471451112857,6.8511237192448275,0.14636028646612395,3.219926302254727,evaluation
sim_0088,ambiguous,9.66891005274146,22,0,0,0.18937875049718608,4.166332510938094,0.12885986613969844,2.8349170550733658,calibration
sim_0089,normal,7.720210691279664,22,1,0,0.22401605519586054,4.928353214308932,0.13657829894890744,3.0047225768759636,evaluation
sim_0090,normal,17.27455513572446,22,0,0,0.1717509022853116,3.778519850276855,0.1372414807077535,3.019312575570577,calibration
sim_0091,ambiguous,11.243305052057005,22,0,0,0.19184987741166556,4.220697303056642,0.12801995230084637,2.81643895061862,evaluation
sim_0092,ambiguous,8.387667384307857,22,1,0,0.28958413014390927,6.370850863166004,0.15162142733396738,3.3356714013472826,calibration
sim_0093,ambiguous,14.362153138377005,22,1,0,0.2662349394774906,5.857168668504794,0.19443053279992525,4.2774717215983555,calibration
sim_0094,normal,7.764650132332147,22,1,0,0.30301852916898403,6.666407641717648,0.15065794939263466,3.3144748866379627,calibration
sim_0095,normal,10.608469689863082,22,3,0,0.2951368462112342,6.493010616647153,0.1808707068615172,3.9791555509533785,calibration
sim_0096,normal,12.520352437994896,22,0,0,0.2374305663067481,5.223472458748459,0.14112006609429878,3.104641454074573,evaluation
sim_0097,ambiguous,10.14683945081532,22,0,0,0.20518358476378312,4.514038864803228,0.13592578151820964,2.990367193400612,evaluation
sim_0098,abnormal,9.22470804261681,22,2,0,0.27958002297614476,6.150760505475185,0.17431760184101416,3.8349872405023118,evaluation
sim_0099,abnormal,9.096367956541153,22,1,0,0.2616845106126761,5.757059233478874,0.1564855980786161,3.442683157729554,calibration
sim_0100,abnormal,8.758629550285361,22,0,0,0.2662337651492822,5.857142833284208,0.15122011901694524,3.3268426183727953,calibration
sim_0101,normal,16.705631431894965,22,1,1,0.19550380238037451,4.30108365236824,0.18078079733835256,3.9771775414437562,evaluation
sim_0102,ambiguous,10.048887846742742,22,1,0,0.2560503180647364,5.633106997424201,0.1590936844988186,3.5000610589740093,calibration
