embryo_id,latent_status,coverage,n_chromosomes,threshold_n_abnormal,bayes_n_abnormal,mean_abs_signal,sum_abs_signal,mean_posterior,sum_posterior,data_split,evaluation_label,classifier,rule_name,embryo_call
sim_0171,ambiguous,8.305334923665294,22,0,0,0.21557579949208974,4.742667588825975,0.13332537374793746,2.9331582224546238,evaluation,out-of-sample evaluation,threshold,ge_1_abnormal_chromosome,normal
sim_0172,ambiguous,9.003219964792478,22,0,0,0.18611672393233789,4.094567926511433,0.13360814375304056,2.9393791625668926,evaluation,out-of-sample evaluation,threshold,ge_1_abnormal_chromosome,normal
sim_0174,ambiguous,11.273017557461166,22,1,0,0.15845293449395434,3.485964558866996,0.13270361655992102,2.9194795643182627,evaluation,out-of-sample evaluation,threshold,ge_1_abnormal_chromosome,abnormal
sim_0176,abnormal,7.861993459267707,22,0,0,0.25716392877931116,5.657606433144846,0.14074861297559804,3.096469485463157,evaluation,out-of-sample evaluation,threshold,ge_1_abnormal_chromosome,normal
sim_0179,ambiguous,10.255358532531694,22,0,0,0.18974299582585455,4.1743459081688,0.1264602660709436,2.7821258535607596,evaluation,out-of-sample evaluation,threshold,ge_1_abnormal_chromosome,normal
sim_0181,normal,5.367701201013171,22,0,0,0.1761856249324072,3.8760837485129582,0.12962014872944055,2.8516432720476925,evaluation,out-of-sample evaluation,threshold,ge_1_abnormal_chromosome,normal
sim_0182,normal,12.406056650722048,22,1,0,0.2832218242774848,6.230880134104666,0.19447635180988307,4.278479739817428,evaluation,out-of-sample evaluation,threshold,ge_1_abnormal_chromosome,abnormal
sim_0184,abnormal,6.469840555604412,22,3,0,0.32622814357630753,7.177019158678766,0.1763020689572619,3.8786455170597613,evaluation,out-of-sample evaluation,threshold,ge_1_abnormal_chromosome,abnormal
sim_0186,normal,7.111081573153525,22,2,0,0.24713528869437262,5.436976351276198,0.15099591798873116,3.321910195752085,evaluation,out-of-sample evaluation,threshold,ge_1_abnormal_chromosome,abnormal
sim_0187,ambiguous,8.822824897296815,22,0,0,0.2127431409152342,4.680349100135152,0.13467820820800916,2.962920580576202,evaluation,out-of-sample evaluation,threshold,ge_1_abnormal_chromosome,normal
sim_0188,normal,10.123629672962823,22,0,0,0.24738205059772653,5.4424051131499835,0.14112528538651278,3.1047562785032814,evaluation,out-of-sample evaluation,threshold,ge_1_abnormal_chromosome,normal
