embryo_id,latent_status,coverage,n_chromosomes,threshold_n_abnormal,bayes_n_abnormal,mean_abs_signal,sum_abs_signal,mean_posterior,sum_posterior,data_split,evaluation_label,classifier,rule_name,embryo_call
sim_0126,normal,7.906716522231849,22,0,0,0.26663149612558845,5.865892914762946,0.14350295212225117,3.1570649466895255,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0130,abnormal,5.7007717409417,22,2,0,0.3110435392789624,6.842957864137173,0.15981519865998695,3.515934370519713,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0131,abnormal,10.463060456129476,22,3,0,0.3025266111664176,6.655585445661187,0.20439958921575077,4.496790962746517,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0133,normal,11.211830604276779,22,1,0,0.23048508842940718,5.070671945446958,0.15689944796682362,3.4517878552701196,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0134,normal,5.205580876786434,22,1,0,0.25381869362144954,5.58401125967189,0.13641721877940877,3.0011788131469928,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0135,ambiguous,9.673683096013697,22,0,0,0.1993000787192665,4.384601731823863,0.13154702480688776,2.8940345457515306,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0136,normal,15.65362271343786,22,0,0,0.27152974093914956,5.97365430066129,0.22402598921480235,4.928571762725652,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0138,abnormal,10.544808893621262,22,4,1,0.37828737887286984,8.322322335203136,0.25488353344487835,5.6074377357873235,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0139,abnormal,7.7644463729841995,22,2,0,0.3018769812669795,6.641293587873548,0.17078565519793645,3.757284414354602,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0141,abnormal,15.015413460467878,22,0,0,0.11794091335142756,2.594700093731406,0.10522687478349466,2.3149912452368824,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0143,abnormal,11.910732829395508,22,0,0,0.25387823054409464,5.585321071970082,0.16308740221071436,3.5879228486357158,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0144,abnormal,9.600809323117751,22,1,0,0.22253224271248292,4.8957093396746245,0.14488614069401243,3.1874950952682735,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0148,abnormal,6.183148059661692,22,2,0,0.2830760060134401,6.227672132295682,0.14430714266645311,3.174757138661968,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0149,abnormal,9.95648847067248,22,1,0,0.2129266990810021,4.684387379782046,0.15655730231770915,3.4442606509896017,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0150,normal,8.890123003280012,22,0,0,0.23986200711705236,5.276964156575152,0.14215506495677105,3.1274114290489634,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0151,normal,10.883934174734625,22,0,0,0.19066729003424643,4.194680380753422,0.13913188740419186,3.0609015228922205,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0152,normal,8.63162510292262,22,0,0,0.19885125670084636,4.374727647418619,0.12811699422763634,2.8185738730079994,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0153,ambiguous,8.231090478978869,22,1,0,0.2724915393992442,5.994813866783373,0.14777296405774026,3.251005209270286,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0154,abnormal,14.034122440441982,22,1,0,0.2316809289658603,5.096980437248926,0.18431414744024063,4.054911243685294,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0155,ambiguous,13.784968815583582,22,1,0,0.3145358268924905,6.91978819163479,0.22935124157718198,5.045727314698004,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0156,ambiguous,12.785154356940271,22,2,0,0.298012593971533,6.556277067373726,0.20703274950870315,4.554720489191469,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0160,normal,6.208229800747587,22,0,0,0.23845540695377096,5.246018952982961,0.13502229274317476,2.970490440349845,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0163,ambiguous,11.057327754708327,22,1,0,0.24542633664569669,5.399379406205327,0.1650077184002025,3.630169804804455,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0165,normal,8.659377173574539,22,2,0,0.28878719489353466,6.353318287657762,0.16993700357570277,3.7386140786654614,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0168,abnormal,9.368764513450595,22,2,0,0.31180103866277936,6.859622850581147,0.18694287392817163,4.112743226419776,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0171,ambiguous,8.305334923665294,22,0,0,0.21557579949208974,4.742667588825975,0.13332537374793746,2.9331582224546238,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0172,ambiguous,9.003219964792478,22,0,0,0.18611672393233789,4.094567926511433,0.13360814375304056,2.9393791625668926,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0174,ambiguous,11.273017557461166,22,1,0,0.15845293449395434,3.485964558866996,0.13270361655992102,2.9194795643182627,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0176,abnormal,7.861993459267707,22,0,0,0.25716392877931116,5.657606433144846,0.14074861297559804,3.096469485463157,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0179,ambiguous,10.255358532531694,22,0,0,0.18974299582585455,4.1743459081688,0.1264602660709436,2.7821258535607596,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0181,normal,5.367701201013171,22,0,0,0.1761856249324072,3.8760837485129582,0.12962014872944055,2.8516432720476925,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0182,normal,12.406056650722048,22,1,0,0.2832218242774848,6.230880134104666,0.19447635180988307,4.278479739817428,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0184,abnormal,6.469840555604412,22,3,0,0.32622814357630753,7.177019158678766,0.1763020689572619,3.8786455170597613,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0186,normal,7.111081573153525,22,2,0,0.24713528869437262,5.436976351276198,0.15099591798873116,3.321910195752085,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0187,ambiguous,8.822824897296815,22,0,0,0.2127431409152342,4.680349100135152,0.13467820820800916,2.962920580576202,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0188,normal,10.123629672962823,22,0,0,0.24738205059772653,5.4424051131499835,0.14112528538651278,3.1047562785032814,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0189,normal,9.434948049008275,22,1,0,0.2890980826074275,6.360157817363405,0.18014563472842846,3.9632039640254257,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0190,abnormal,19.84846904310608,22,3,1,0.29477272027133666,6.484999845969407,0.2725276377598178,5.995608030715992,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0191,abnormal,9.68542363077238,22,3,0,0.32442749618577205,7.137404916086985,0.21463970830362464,4.722073582679743,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0195,normal,8.545736921786595,22,1,0,0.26425619992024774,5.813636398245451,0.14974168533143256,3.2943170772915167,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0197,normal,7.865421238752798,22,1,0,0.2821428548289141,6.20714280623611,0.15295826311119273,3.36508178844624,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0201,ambiguous,9.766889199482259,22,3,0,0.327234056354766,7.199149239804852,0.1992667411175522,4.383868304586148,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0202,abnormal,8.020174768301313,22,0,0,0.2287711889667389,5.032966157268256,0.14140281271769906,3.1108618797893794,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0203,normal,10.048097675064206,22,0,0,0.18994038346325662,4.178688436191646,0.1358951551567419,2.9896934134483217,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0204,ambiguous,17.681873000284952,22,1,0,0.1618081994281532,3.5597803874193703,0.15013129353321608,3.302888457730754,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0214,normal,10.242185150214084,22,2,0,0.26090883538505233,5.739994378471152,0.18068489181133646,3.9750676198494017,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0216,abnormal,10.712755268120896,22,3,0,0.3076744749392166,6.768838448662766,0.21546501100092305,4.740230242020307,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0218,normal,8.734365167971147,22,3,0,0.3669441633021763,8.072771592647879,0.19378867114611625,4.2633507652145575,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0221,normal,14.610055464942484,22,2,0,0.27717463544049825,6.097841979690961,0.21850875257434013,4.807192556635482,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0223,normal,8.61397024335661,22,1,0,0.27054185318635765,5.951920770099869,0.15446049309118226,3.3981308480060095,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0224,ambiguous,10.973904233982978,22,1,0,0.23759534128033813,5.227097508167439,0.15689379653344973,3.451663523735894,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0226,ambiguous,10.926590847707926,22,1,0,0.17183380665897174,3.7803437464973784,0.1340450366537062,2.9489908063815364,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0227,ambiguous,12.530943663699954,22,2,0,0.21934030232857568,4.825486651228665,0.16476670293363288,3.6248674645399235,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0228,normal,6.129242785401696,22,0,0,0.23755928845059868,5.226304345913171,0.13282296878811373,2.922105313338502,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0229,normal,8.172273489031854,22,4,0,0.298146765962841,6.559228851182501,0.1883264064328251,4.143180941522153,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0230,normal,9.686359477537852,22,2,0,0.2553949951496824,5.618689893293012,0.17566814513001155,3.8646991928602543,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0232,normal,9.94743644721389,22,0,0,0.17319874952186465,3.8103724894810225,0.12847731319008285,2.8265008901818227,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0235,ambiguous,6.8342357911952005,22,1,0,0.2337763293513378,5.143079245729432,0.13825409349281995,3.041590056842039,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0238,normal,7.278555165887509,22,0,0,0.22635490875166475,4.9798079925366245,0.1329171024711955,2.9241762543663015,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0239,normal,11.065253054992311,22,1,0,0.21043360189423027,4.629539241673066,0.14707712209973994,3.2356966861942786,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0241,ambiguous,7.736145726801708,22,2,0,0.3626433509925949,7.978153721837089,0.20091333880505613,4.420093453711235,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0244,ambiguous,9.445652871357948,22,3,0,0.2381572367752993,5.239459209056585,0.15742794802152096,3.4634148564734613,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0245,abnormal,10.839229470311317,22,1,0,0.25651726206253267,5.64337976537572,0.1821448366381689,4.007186406039716,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0246,abnormal,17.539084795251217,22,0,0,0.2077066993817525,4.569547386398556,0.16356358044553904,3.598398769801859,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0247,ambiguous,7.933106867272198,22,0,0,0.2172652692118134,4.779835922659895,0.1280940050415808,2.8180681109147776,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0250,normal,22.622309234561087,22,1,1,0.21672768555542518,4.768009082219354,0.19977447070373575,4.395038355482186,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0252,abnormal,13.704401653017454,22,1,0,0.24565371921781645,5.404381822791962,0.1699016728757685,3.7378368032669065,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0253,normal,15.93040864008874,22,0,0,0.17253407635423562,3.7957496797931833,0.12658549181209577,2.7848808198661072,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0255,abnormal,14.5029178360695,22,3,0,0.3071587152037891,6.757491734483361,0.2631093771462276,5.788406297217007,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0261,abnormal,13.493424050758227,22,1,1,0.257567006507007,5.666474143154153,0.19563553785096816,4.303981832721299,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0262,abnormal,12.47678786779972,22,1,1,0.24032777483306392,5.287211046327406,0.17879253767097453,3.9334358287614393,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0263,ambiguous,6.784101183028845,22,0,0,0.22826057649107795,5.021732682803715,0.13603207306481052,2.992705607425832,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0265,ambiguous,9.280224647745841,22,1,0,0.27002835991649304,5.940623918162847,0.15228661229152518,3.3503054704135535,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0267,abnormal,10.035638481224291,22,1,0,0.25330666595639684,5.572746651040731,0.16360783469207402,3.5993723632256285,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0268,abnormal,9.935560148586589,22,2,0,0.2849538589838677,6.2689848976450895,0.1878074896315842,4.1317647718948525,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0269,abnormal,8.392329503248092,22,2,0,0.36052899128786203,7.931637808332965,0.1874312668078382,4.123487869772441,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0270,ambiguous,5.553494384756458,22,2,0,0.31675113784626274,6.96852503261778,0.1505608493918197,3.3123386866200337,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0273,normal,5.5914777379170975,22,0,0,0.27677305162404536,6.089007135728998,0.14113692685274926,3.105012390760484,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0274,normal,12.322479635649177,22,1,0,0.2512484054727614,5.52746492040075,0.1677412558772414,3.6903076292993107,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0275,abnormal,9.434026647386286,22,2,0,0.21586308400738455,4.748987848162461,0.14642707217776904,3.2213955879109184,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0278,ambiguous,15.012379077594119,22,2,0,0.2952078021144156,6.4945716465171435,0.22538399538259338,4.958447898417054,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0279,abnormal,6.325537545322743,22,1,0,0.24848721048150083,5.466718630593018,0.14189830379370955,3.1217626834616103,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0280,normal,22.585962479802312,22,1,1,0.19662315105222036,4.325709323148848,0.17083150841233788,3.7582931850714334,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0282,ambiguous,10.318466626006277,22,0,0,0.22322970300033837,4.911053466007444,0.1308860575076068,2.8794932651673495,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0283,abnormal,12.10730362721976,22,0,0,0.1918382853895482,4.220442278570061,0.1489852527018694,3.2776755594411267,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0284,abnormal,8.46768058773989,22,0,0,0.22836267124638876,5.0239787674205525,0.13842062530289814,3.0452537566637594,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0288,normal,23.27118694380084,22,1,1,0.19478291794516675,4.285224194793669,0.20352801704207452,4.477616374925639,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0289,ambiguous,10.157710480099903,22,0,0,0.2363263271423349,5.199179197131368,0.13568977631654547,2.985175078964,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0291,normal,4.735152197909655,22,1,0,0.2733780704673324,6.014317550281314,0.14012000731789864,3.0826401609937704,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0292,ambiguous,10.525130286359248,22,2,0,0.23968152655172534,5.272993584137957,0.18116477581914295,3.9856250680211445,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0293,abnormal,10.053977489723046,22,2,0,0.2325883887398417,5.116944552276517,0.1554393747200811,3.419666243841784,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0294,ambiguous,5.8914023926670955,22,2,0,0.24966354111052977,5.492597904431655,0.1421817855882269,3.1279992829409915,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0296,abnormal,7.277878322300243,22,0,0,0.20376207232715368,4.482765591197381,0.13264992298968195,2.918298305773003,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0299,normal,10.321055881476957,22,0,0,0.20444225656325937,4.497729644391707,0.1393788012237271,3.0663336269219963,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0300,abnormal,10.86716539108383,22,2,1,0.23494478587103307,5.168785289162727,0.17873588611227045,3.93218949446995,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0304,normal,10.819399680441194,22,0,0,0.21409909109592903,4.7101800041104385,0.13555927949206698,2.9823041488254733,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0306,normal,6.711647650762219,22,1,0,0.2858903003939535,6.289586608666977,0.14212252726975916,3.1266955999347013,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0307,abnormal,10.162782316390604,22,1,0,0.2834097243030196,6.235013934666431,0.170874760084709,3.759244721863598,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0309,ambiguous,6.35295423780964,22,5,0,0.37850827688605326,8.327182091493171,0.182997940385278,4.025954688476116,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0310,ambiguous,6.2716468931222815,22,0,0,0.16884531488053747,3.7145969273718245,0.12455634327298165,2.740239552005596,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0313,normal,8.036850786403388,22,0,0,0.20485885102137327,4.5068947224702125,0.1327792372628296,2.9211432197822513,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0314,ambiguous,10.919576044871802,22,0,0,0.16656582908760473,3.664448239927304,0.12519517996488347,2.7542939592274363,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0316,ambiguous,7.632769861334117,22,1,0,0.18208458356289128,4.005860838383608,0.1333968918181392,2.9347316199990625,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0318,abnormal,7.91007140032392,22,0,0,0.2412695220851397,5.307929485873073,0.13282107072009225,2.9220635558420294,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0319,abnormal,10.506551631235197,22,1,0,0.2554693596888398,5.620325913154476,0.15614330943849974,3.4351528076469946,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0320,abnormal,12.272711245255739,22,3,2,0.3901468573098386,8.58323086081645,0.2798983111005753,6.157762844212656,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0321,ambiguous,15.006496894887533,22,0,0,0.2208632268372617,4.858990990419757,0.16060010703455824,3.5332023547602813,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0324,ambiguous,20.828367592069988,22,0,0,0.2335168518218771,5.1373707400812965,0.201617898526516,4.435593767583352,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0325,normal,10.439283954399219,22,0,0,0.21720511592057468,4.778512550252643,0.13458656681627648,2.9609044699580824,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0327,ambiguous,7.6243545762172085,22,0,0,0.22839707861472788,5.024735729524013,0.1345461654369059,2.96001563961193,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0328,abnormal,8.240870202796616,22,0,0,0.18493451418752108,4.068559312125464,0.12502781284647266,2.750611882622399,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0330,ambiguous,16.19230149899688,22,1,0,0.19714045453280143,4.3370899997216315,0.16034722450177305,3.5276389390390075,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0331,abnormal,10.083801513336326,22,2,0,0.25644487884082473,5.641787334498145,0.18102165926948713,3.9824765039287167,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0334,ambiguous,14.955797497191881,22,1,0,0.25963390953279464,5.7119460097214825,0.1980424358950876,4.356933589691927,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0338,abnormal,13.537618413969442,22,0,0,0.2776848068956933,6.109065751705253,0.1747028736655796,3.8434632206427515,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0339,abnormal,11.256468184719264,22,4,0,0.3366318158735973,7.40589994921914,0.22955321606615223,5.050170753455349,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0340,abnormal,9.037454117028872,22,2,0,0.3442690010453802,7.573918022998365,0.19314973419066964,4.249294152194732,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0341,normal,5.325149484011012,22,3,0,0.3028031626697647,6.6616695787348235,0.15115152006039187,3.3253334413286213,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0342,abnormal,10.883169467984809,22,2,0,0.29131383244683406,6.408904313830349,0.1854565527316413,4.080044160096109,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0343,normal,6.6404139279233,22,1,0,0.20611928111589578,4.534624184549707,0.13807892577596753,3.0377363670712856,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0349,abnormal,8.111957843264037,22,0,0,0.25213477017916397,5.5469649439416076,0.14465199530456785,3.1823438967004924,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0350,normal,11.846341695761398,22,1,0,0.19143950325329545,4.2116690715725,0.14019201191975736,3.084224262234662,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0351,abnormal,13.396365381578073,22,1,1,0.3277337428050851,7.2101423417118715,0.2269892684956616,4.993763906904555,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0353,normal,6.438557997566676,22,2,0,0.31466078191565583,6.9225372021444285,0.1589219037318123,3.496281882099871,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0354,normal,6.701158396614628,22,1,0,0.2640056455816896,5.808124202797171,0.14134780190432866,3.1096516418952307,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0356,ambiguous,11.500619358557428,22,0,0,0.16493957335341508,3.6286706137751317,0.11834739388651705,2.6036426655033753,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0357,ambiguous,6.149526816531423,22,1,0,0.2463052408531312,5.418715298768887,0.13622749801472536,2.997004956323958,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0358,normal,13.284182323735706,22,0,0,0.1991645832404692,4.381620831290323,0.13490137756323994,2.9678303063912788,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0359,abnormal,5.927082391984022,22,2,0,0.38323353247949593,8.43113771454891,0.1782244142026486,3.920937112458269,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0361,normal,9.653653310048814,22,0,0,0.24351710168385446,5.357376237044798,0.14662543005086826,3.2257594611191016,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0364,normal,9.674369295902265,22,1,0,0.2953374041391654,6.497422891061639,0.17001316425078877,3.740289613517353,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0366,normal,8.87684807762308,22,1,0,0.25136347666904196,5.5299964867189235,0.1462551440607289,3.2176131693360355,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0368,ambiguous,16.330954443396323,22,1,0,0.3307986524890145,7.2775703547583195,0.23546396344017034,5.180207195683748,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0378,normal,12.166912263513764,22,0,0,0.19741880257318012,4.343213656609962,0.1388111173414694,3.053844581512327,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0381,ambiguous,8.997936017263745,22,1,0,0.23367061971715258,5.140753633777357,0.14290279022332272,3.1438613849131,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0383,normal,10.292632372086874,22,0,0,0.18284574015321042,4.02260628337063,0.12912629409953127,2.840778470189688,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0385,ambiguous,4.888654845343679,22,0,0,0.24693198879912473,5.432503753580744,0.13398353387521153,2.9476377452546534,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
sim_0386,abnormal,8.217011650271187,22,2,0,0.2326998127505032,5.11939588051107,0.15181594952629168,3.3399508895784167,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0387,abnormal,16.926148694081867,22,3,3,0.24781744301502978,5.451983746330655,0.2271093516900131,4.996405737180288,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,abnormal
sim_0389,normal,7.043483068772676,22,0,0,0.23599518578534237,5.191894087277532,0.1329206841037029,2.924255050281464,evaluation,out-of-sample evaluation,threshold,ge_2_abnormal_chromosomes,normal
