chromosome_group,median_log2like,mean_log2like,q1_log2like,q3_log2like,min_log2like,max_log2like
autosome,-2.4623694759763485e-9,0.06703459640441427,-0.07634911057636506,0.10690224173263375,-0.6424509985993889,4.333732708895845
chrAut,-0.0012671753763264608,0.08928820311083206,-0.0074271614246302015,0.08558116118286878,-0.11352570029512128,0.6193234798468032
chrX,3.019753682437166,2.6571738223673136,0.36646871003295073,4.832545944735241,-0.41077298141652036,5.654820169217563
